offline_datapoint_10 1560343742 0.547
offline_datapoint_6 1560343742 2.178
offline_datapoint_16 1560343742 0.000
offline_datapoint_7 1560343742 465.000
offline_datapoint_15 1560343742 18.917
offline_datapoint_2 1560343742 0.000
offline_datapoint_5 1560343742 23.167
offline_datapoint_0 1560343742 259.833
offline_datapoint_9 1560343742 0.000
offline_datapoint_12 1560343742 25.250
offline_datapoint_4 1560343742 154.000
offline_datapoint_11 1560343742 39.667
offline_datapoint_14 1560343742 193.667
offline_datapoint_1 1560343742 0.000
offline_datapoint_8 1560343742 0.000
offline_datapoint_3 1560343742 0.754
offline_datapoint_13 1560343742 1.424
offline_datapoint_10 1560343751 0.500
offline_datapoint_6 1560343751 1.672
offline_datapoint_16 1560343751 0.000
offline_datapoint_7 1560343751 431.833
offline_datapoint_15 1560343751 1.833
offline_datapoint_2 1560343751 0.000
offline_datapoint_5 1560343751 24.667
offline_datapoint_0 1560343751 239.167
offline_datapoint_9 1560343751 0.000
offline_datapoint_12 1560343751 26.833
offline_datapoint_4 1560343751 3.333
offline_datapoint_11 1560343751 4.000
offline_datapoint_14 1560343751 7.333
offline_datapoint_1 1560343751 0.000
offline_datapoint_8 1560343751 0.000
offline_datapoint_3 1560343751 0.502
offline_datapoint_13 1560343751 1.171
offline_datapoint_10 1560343760 0.430
offline_datapoint_6 1560343760 4.104
offline_datapoint_16 1560343760 0.000
offline_datapoint_7 1560343760 442.250
offline_datapoint_15 1560343760 17.833
offline_datapoint_2 1560343760 0.000
offline_datapoint_5 1560343760 46.750
offline_datapoint_0 1560343760 279.167
offline_datapoint_9 1560343760 0.000
offline_datapoint_12 1560343760 76.500
offline_datapoint_4 1560343760 5.667
offline_datapoint_11 1560343760 8.000
offline_datapoint_14 1560343760 13.667
offline_datapoint_1 1560343760 0.000
offline_datapoint_8 1560343760 0.000
offline_datapoint_3 1560343760 0.586
offline_datapoint_13 1560343760 3.518
offline_datapoint_10 1560343772 0.328
offline_datapoint_6 1560343772 5.936
offline_datapoint_16 1560343772 0.000
offline_datapoint_7 1560343772 437.667
offline_datapoint_15 1560343772 51.917
offline_datapoint_2 1560343772 0.000
offline_datapoint_5 1560343772 48.750
offline_datapoint_0 1560343772 298.000
offline_datapoint_9 1560343772 0.000
offline_datapoint_12 1560343772 76.833
offline_datapoint_4 1560343772 4.667
offline_datapoint_11 1560343772 29.333
offline_datapoint_14 1560343772 34.000
offline_datapoint_1 1560343772 0.000
offline_datapoint_8 1560343772 0.000
offline_datapoint_3 1560343772 0.585
offline_datapoint_13 1560343772 5.351
offline_datapoint_10 1560343784 0.387
offline_datapoint_6 1560343784 13.882
offline_datapoint_16 1560343784 0.000
offline_datapoint_7 1560343784 499.692
offline_datapoint_15 1560343784 68.923
offline_datapoint_2 1560343784 0.000
offline_datapoint_5 1560343784 90.615
offline_datapoint_0 1560343784 442.846
offline_datapoint_9 1560343784 0.000
offline_datapoint_12 1560343784 159.077
offline_datapoint_4 1560343784 1.846
offline_datapoint_11 1560343784 10.154
offline_datapoint_14 1560343784 12.000
offline_datapoint_1 1560343784 0.000
offline_datapoint_8 1560343784 0.000
offline_datapoint_3 1560343784 0.565
offline_datapoint_13 1560343784 13.317
offline_datapoint_10 1560343796 0.328
offline_datapoint_6 1560343796 12.087
offline_datapoint_16 1560343796 0.000
offline_datapoint_7 1560343796 563.727
offline_datapoint_15 1560343796 52.091
offline_datapoint_2 1560343796 0.000
offline_datapoint_5 1560343796 103.364
offline_datapoint_0 1560343796 447.818
offline_datapoint_9 1560343796 0.000
offline_datapoint_12 1560343796 176.818
offline_datapoint_4 1560343796 36.364
offline_datapoint_11 1560343796 21.091
offline_datapoint_14 1560343796 57.455
